factura,fecha,vendedor,producto_id,cantidad_vendida,precio_unitario,costo_asociado_simulado
FAC-6116,2026-05-04,Vendedor_B,PROD003,5,19.44,13.69
FAC-6117,2026-05-04,Vendedor_C,PROD009,3,9.94,7.44
FAC-6118,2026-05-04,Vendedor_B,PROD011,4,15.28,10.93
FAC-6119,2026-05-04,Vendedor_C,PROD002,5,18.2,21.06
FAC-6120,2026-05-04,Vendedor_A,PROD018,2,32.74,24.35
FAC-6121,2026-05-04,Vendedor_A,PROD015,4,6.86,4.75
FAC-6122,2026-05-04,Vendedor_B,PROD020,22,68.6,55.14
FAC-6123,2026-05-04,Vendedor_A,PROD017,2,40.51,29.86
FAC-6124,2026-05-04,Vendedor_A,PROD023,12,82.31,60.95
FAC-6125,2026-05-04,Vendedor_A,PROD018,4,33.81,24.35
FAC-6126,2026-05-04,Vendedor_B,PROD020,11,68.6,55.14
FAC-6127,2026-05-04,Vendedor_A,PROD021,12,67.23,47.24
FAC-6128,2026-05-04,Vendedor_A,PROD025,8,119.62,87.71
FAC-6129,2026-05-04,Vendedor_B,PROD004,4,17.86,12.97
FAC-6130,2026-05-04,Vendedor_B,PROD004,1,18.24,12.97
FAC-6131,2026-05-04,Vendedor_A,PROD013,23,6.37,4.65
FAC-6132,2026-05-04,Vendedor_A,PROD001,5,19.6,15.37
FAC-6133,2026-05-04,Vendedor_B,PROD021,11,67.1,47.24
FAC-6134,2026-05-04,Vendedor_A,PROD008,1,12.55,9.11
FAC-6135,2026-05-04,Vendedor_A,PROD011,2,15.5,10.93
FAC-6136,2026-05-04,Vendedor_C,PROD008,1,12.82,9.11
FAC-6137,2026-05-04,Vendedor_A,PROD005,5,36.3,26.33
FAC-6138,2026-05-04,Vendedor_B,PROD022,2,66.74,50.84
FAC-6139,2026-05-04,Vendedor_C,PROD001,4,13.83,15.37
FAC-6140,2026-05-04,Vendedor_A,PROD018,4,33.75,24.35
FAC-6141,2026-05-04,Vendedor_A,PROD009,5,10.22,7.44
FAC-6142,2026-05-04,Vendedor_A,PROD001,2,19.6,15.37
FAC-6143,2026-05-04,Vendedor_A,PROD008,4,12.6,9.11
FAC-6144,2026-05-04,Vendedor_A,PROD017,2,40.78,29.86
FAC-6145,2026-05-04,Vendedor_B,PROD025,15,121.41,87.71
FAC-6146,2026-05-04,Vendedor_A,PROD022,21,72.58,50.84
FAC-6147,2026-05-05,Vendedor_C,PROD001,5,13.83,15.37
FAC-6148,2026-05-05,Vendedor_A,PROD020,13,68.6,55.14
FAC-6149,2026-05-05,Vendedor_C,PROD003,1,19.32,13.69
FAC-6150,2026-05-05,Vendedor_C,PROD010,4,8.5,6.46
FAC-6151,2026-05-05,Vendedor_B,PROD025,6,114.25,87.71
FAC-6152,2026-05-05,Vendedor_C,PROD013,20,6.08,4.65
FAC-6153,2026-05-05,Vendedor_C,PROD019,2,36.03,26.79
FAC-6154,2026-05-05,Vendedor_A,PROD009,2,9.93,7.44
FAC-6155,2026-05-05,Vendedor_A,PROD017,4,38.99,29.86
FAC-6156,2026-05-05,Vendedor_B,PROD011,3,14.62,10.93
FAC-6157,2026-05-05,Vendedor_C,PROD016,17,6.72,8.56
FAC-6158,2026-05-05,Vendedor_C,PROD002,4,18.2,21.06
FAC-6159,2026-05-05,Vendedor_A,PROD010,3,9.01,6.46
FAC-6160,2026-05-05,Vendedor_A,PROD009,2,10.48,7.44
FAC-6161,2026-05-05,Vendedor_B,PROD003,5,18.04,13.69
FAC-6162,2026-05-05,Vendedor_A,PROD006,2,31.53,21.76
FAC-6163,2026-05-05,Vendedor_A,PROD019,4,35.42,26.79
FAC-6164,2026-05-05,Vendedor_C,PROD020,6,68.6,55.14
FAC-6165,2026-05-05,Vendedor_A,PROD024,17,70.46,53.82
FAC-6166,2026-05-05,Vendedor_B,PROD015,23,6.84,4.75
FAC-6167,2026-05-05,Vendedor_A,PROD009,3,10.0,7.44
FAC-6168,2026-05-05,Vendedor_B,PROD006,4,31.42,21.76
FAC-6169,2026-05-05,Vendedor_A,PROD016,4,6.72,8.56
FAC-6170,2026-05-05,Vendedor_A,PROD017,3,38.95,29.86
FAC-6171,2026-05-05,Vendedor_C,PROD020,3,68.6,55.14
FAC-6172,2026-05-05,Vendedor_A,PROD008,3,12.92,9.11
FAC-6173,2026-05-05,Vendedor_A,PROD015,18,6.69,4.75
FAC-6174,2026-05-05,Vendedor_B,PROD005,1,36.73,26.33
FAC-6175,2026-05-05,Vendedor_B,PROD024,4,77.8,53.82
FAC-6176,2026-05-05,Vendedor_B,PROD019,2,37.94,26.79
FAC-6177,2026-05-05,Vendedor_C,PROD001,5,19.6,15.37
FAC-6178,2026-05-05,Vendedor_B,PROD016,20,6.72,8.56
FAC-6179,2026-05-05,Vendedor_B,PROD019,2,36.08,26.79
FAC-6180,2026-05-05,Vendedor_A,PROD019,4,37.41,26.79
FAC-6181,2026-05-05,Vendedor_A,PROD003,2,18.43,13.69
FAC-6182,2026-05-05,Vendedor_A,PROD017,5,40.3,29.86
FAC-6183,2026-05-05,Vendedor_A,PROD017,2,40.4,29.86
FAC-6184,2026-05-05,Vendedor_A,PROD016,21,6.72,8.56
FAC-6185,2026-05-05,Vendedor_C,PROD002,2,18.2,21.06
FAC-6186,2026-05-05,Vendedor_A,PROD018,5,32.42,24.35
FAC-6187,2026-05-05,Vendedor_B,PROD012,6,7.38,5.61
FAC-6188,2026-05-06,Vendedor_B,PROD001,2,19.6,15.37
FAC-6189,2026-05-06,Vendedor_B,PROD001,1,19.6,15.37
FAC-6190,2026-05-06,Vendedor_B,PROD012,4,7.31,5.61
FAC-6191,2026-05-06,Vendedor_C,PROD018,2,32.14,24.35
FAC-6192,2026-05-06,Vendedor_A,PROD003,1,18.53,13.69
FAC-6193,2026-05-06,Vendedor_B,PROD006,5,31.3,21.76
FAC-6194,2026-05-06,Vendedor_C,PROD003,2,17.96,13.69
FAC-6195,2026-05-06,Vendedor_C,PROD005,5,35.8,26.33
FAC-6196,2026-05-06,Vendedor_A,PROD011,3,15.36,10.93
FAC-6197,2026-05-06,Vendedor_A,PROD013,12,6.2,4.65
FAC-6198,2026-05-06,Vendedor_A,PROD018,5,35.14,24.35
FAC-6199,2026-05-06,Vendedor_A,PROD025,4,116.74,87.71
FAC-6200,2026-05-06,Vendedor_A,PROD002,5,18.2,21.06
FAC-6201,2026-05-06,Vendedor_A,PROD003,2,19.62,13.69
FAC-6202,2026-05-06,Vendedor_A,PROD022,23,66.83,50.84
FAC-6203,2026-05-06,Vendedor_B,PROD002,5,18.2,21.06
FAC-6204,2026-05-06,Vendedor_B,PROD003,3,18.24,13.69
FAC-6205,2026-05-06,Vendedor_C,PROD018,4,33.42,24.35
FAC-6206,2026-05-06,Vendedor_C,PROD010,3,8.77,6.46
FAC-6207,2026-05-06,Vendedor_A,PROD007,4,25.9,29.67
FAC-6208,2026-05-06,Vendedor_B,PROD024,21,71.55,53.82
FAC-6209,2026-05-06,Vendedor_A,PROD015,15,6.69,4.82
FAC-6210,2026-05-06,Vendedor_B,PROD016,16,6.72,8.56
FAC-6211,2026-05-06,Vendedor_A,PROD007,2,25.9,29.67
FAC-6212,2026-05-06,Vendedor_A,PROD009,4,10.1,7.44
FAC-6213,2026-05-06,Vendedor_A,PROD023,15,90.85,67.85
FAC-6214,2026-05-06,Vendedor_A,PROD020,9,68.6,55.14
FAC-6215,2026-05-06,Vendedor_A,PROD008,2,12.59,9.11
FAC-6216,2026-05-06,Vendedor_C,PROD018,5,32.54,24.35
FAC-6217,2026-05-06,Vendedor_B,PROD020,21,68.6,55.14
FAC-6218,2026-05-06,Vendedor_B,PROD023,14,96.53,67.85
FAC-6219,2026-05-06,Vendedor_B,PROD017,2,40.76,29.86
FAC-6220,2026-05-06,Vendedor_A,PROD012,12,7.8,5.61
FAC-6221,2026-05-06,Vendedor_A,PROD003,1,19.37,13.69
FAC-6222,2026-05-06,Vendedor_B,PROD006,4,30.19,21.76
FAC-6223,2026-05-06,Vendedor_B,PROD012,19,7.72,5.61
FAC-6224,2026-05-06,Vendedor_B,PROD012,11,7.42,5.61
FAC-6225,2026-05-06,Vendedor_B,PROD011,1,14.4,10.93
FAC-6226,2026-05-06,Vendedor_A,PROD024,11,73.86,53.82
FAC-6227,2026-05-07,Vendedor_A,PROD020,6,68.6,55.14
FAC-6228,2026-05-07,Vendedor_A,PROD016,7,6.72,8.56
FAC-6229,2026-05-07,Vendedor_A,PROD005,1,35.27,26.33
FAC-6230,2026-05-07,Vendedor_B,PROD021,18,66.33,47.24
FAC-6231,2026-05-07,Vendedor_B,PROD018,4,33.28,24.35
FAC-6232,2026-05-07,Vendedor_B,PROD020,2,68.6,55.14
FAC-6233,2026-05-07,Vendedor_B,PROD022,5,66.97,50.84
FAC-6234,2026-05-07,Vendedor_A,PROD005,5,36.01,26.33
FAC-6235,2026-05-07,Vendedor_A,PROD006,3,29.2,21.76
FAC-6236,2026-05-07,Vendedor_B,PROD017,1,39.01,29.86
FAC-6237,2026-05-07,Vendedor_B,PROD021,3,62.77,47.24
FAC-6238,2026-05-07,Vendedor_B,PROD017,1,38.95,29.86
FAC-6239,2026-05-07,Vendedor_C,PROD001,2,19.6,15.37
FAC-6240,2026-05-07,Vendedor_A,PROD002,5,18.2,21.06
FAC-6241,2026-05-07,Vendedor_A,PROD022,23,68.65,50.84
FAC-6242,2026-05-07,Vendedor_B,PROD024,8,71.75,53.82
FAC-6243,2026-05-07,Vendedor_B,PROD021,3,66.88,47.24
FAC-6244,2026-05-07,Vendedor_B,PROD007,3,25.9,29.67
FAC-6245,2026-05-07,Vendedor_C,PROD012,22,7.93,5.61
FAC-6246,2026-05-07,Vendedor_A,PROD004,1,18.39,12.97
FAC-6247,2026-05-07,Vendedor_A,PROD002,4,18.2,21.06
FAC-6248,2026-05-07,Vendedor_C,PROD006,2,30.23,21.76
FAC-6249,2026-05-07,Vendedor_B,PROD002,2,18.2,21.06
FAC-6250,2026-05-07,Vendedor_A,PROD025,13,117.86,87.71
FAC-6251,2026-05-07,Vendedor_A,PROD016,6,6.72,8.56
FAC-6252,2026-05-07,Vendedor_A,PROD011,1,15.88,11.99
FAC-6253,2026-05-07,Vendedor_B,PROD012,15,8.07,5.61
FAC-6254,2026-05-07,Vendedor_A,PROD004,4,17.13,12.97
FAC-6255,2026-05-07,Vendedor_A,PROD019,2,37.76,26.79
FAC-6256,2026-05-07,Vendedor_A,PROD009,3,10.46,7.44
FAC-6257,2026-05-07,Vendedor_B,PROD007,1,25.9,29.67
FAC-6258,2026-05-07,Vendedor_A,PROD014,7,7.37,5.09
FAC-6259,2026-05-07,Vendedor_B,PROD008,3,12.87,9.11
FAC-6260,2026-05-07,Vendedor_B,PROD024,19,73.89,53.82
FAC-6261,2026-05-07,Vendedor_A,PROD012,19,7.42,5.61
FAC-6262,2026-05-07,Vendedor_B,PROD016,23,6.72,8.56
FAC-6263,2026-05-07,Vendedor_A,PROD007,5,25.9,29.67
FAC-6264,2026-05-07,Vendedor_B,PROD023,9,89.8,67.85
FAC-6265,2026-05-07,Vendedor_C,PROD023,22,93.73,67.85
FAC-6266,2026-05-07,Vendedor_A,PROD014,17,6.91,5.09
FAC-6267,2026-05-07,Vendedor_A,PROD009,3,9.75,7.44
FAC-6268,2026-05-07,Vendedor_C,PROD021,16,61.55,47.24
FAC-6269,2026-05-07,Vendedor_A,PROD006,5,30.83,21.76
FAC-6270,2026-05-07,Vendedor_A,PROD011,3,16.2,11.99
FAC-6271,2026-05-07,Vendedor_C,PROD002,4,18.2,21.06
FAC-6272,2026-05-07,Vendedor_B,PROD021,16,66.71,47.24
FAC-6273,2026-05-08,Vendedor_C,PROD022,4,67.23,50.84
FAC-6274,2026-05-08,Vendedor_A,PROD002,1,18.2,21.06
FAC-6275,2026-05-08,Vendedor_A,PROD009,2,9.77,7.44
FAC-6276,2026-05-08,Vendedor_A,PROD016,5,6.72,8.56
FAC-6277,2026-05-08,Vendedor_C,PROD003,1,19.11,14.08
FAC-6278,2026-05-08,Vendedor_B,PROD018,5,33.97,24.35
FAC-6279,2026-05-08,Vendedor_C,PROD017,1,40.05,29.86
FAC-6280,2026-05-08,Vendedor_B,PROD007,2,25.9,29.67
FAC-6281,2026-05-08,Vendedor_A,PROD024,17,74.23,53.82
FAC-6282,2026-05-08,Vendedor_C,PROD009,5,9.79,7.44
FAC-6283,2026-05-08,Vendedor_A,PROD016,21,6.72,8.56
FAC-6284,2026-05-08,Vendedor_B,PROD021,14,68.08,47.24
FAC-6285,2026-05-08,Vendedor_A,PROD003,4,20.27,14.08
FAC-6286,2026-05-08,Vendedor_A,PROD014,3,7.07,5.09
FAC-6287,2026-05-08,Vendedor_A,PROD007,2,25.9,29.67
FAC-6288,2026-05-08,Vendedor_C,PROD015,22,6.79,4.82
FAC-6289,2026-05-08,Vendedor_B,PROD018,4,34.54,24.35
FAC-6290,2026-05-08,Vendedor_B,PROD017,4,41.66,29.86
FAC-6291,2026-05-08,Vendedor_B,PROD025,20,120.51,87.71
FAC-6292,2026-05-08,Vendedor_A,PROD025,14,117.91,87.71
FAC-6293,2026-05-08,Vendedor_B,PROD016,12,6.72,8.56
FAC-6294,2026-05-08,Vendedor_B,PROD013,6,6.39,4.65
FAC-6295,2026-05-08,Vendedor_B,PROD017,2,42.66,29.86
FAC-6296,2026-05-08,Vendedor_A,PROD006,5,29.54,21.76
FAC-6297,2026-05-08,Vendedor_B,PROD020,22,68.6,55.14
FAC-6298,2026-05-08,Vendedor_C,PROD002,3,18.2,21.06
FAC-6299,2026-05-08,Vendedor_B,PROD020,11,68.6,55.14
FAC-6300,2026-05-08,Vendedor_B,PROD005,4,37.95,26.33
FAC-6301,2026-05-08,Vendedor_C,PROD016,10,6.72,8.56
FAC-6302,2026-05-08,Vendedor_B,PROD003,3,19.96,14.08
FAC-6303,2026-05-08,Vendedor_B,PROD024,21,77.96,53.82
FAC-6304,2026-05-08,Vendedor_B,PROD019,2,36.67,26.79
FAC-6305,2026-05-08,Vendedor_C,PROD010,2,9.33,6.62
FAC-6306,2026-05-08,Vendedor_C,PROD003,5,20.08,14.08
FAC-6307,2026-05-08,Vendedor_A,PROD013,8,6.65,4.65
FAC-6308,2026-05-08,Vendedor_A,PROD025,10,122.46,87.71
FAC-6309,2026-05-08,Vendedor_A,PROD012,8,7.49,5.61
FAC-6310,2026-05-08,Vendedor_B,PROD001,2,19.6,15.37
FAC-6311,2026-05-09,Vendedor_C,PROD016,5,6.72,8.56
FAC-6312,2026-05-09,Vendedor_A,PROD006,1,31.06,21.76
FAC-6313,2026-05-09,Vendedor_A,PROD018,1,34.52,24.35
FAC-6314,2026-05-09,Vendedor_C,PROD025,4,78.94,87.71
FAC-6315,2026-05-09,Vendedor_B,PROD025,14,118.78,87.71
FAC-6316,2026-05-09,Vendedor_A,PROD010,3,9.32,6.62
FAC-6317,2026-05-09,Vendedor_C,PROD010,5,9.21,6.62
FAC-6318,2026-05-09,Vendedor_C,PROD010,3,9.53,6.62
FAC-6319,2026-05-09,Vendedor_B,PROD016,13,6.72,8.56
FAC-6320,2026-05-09,Vendedor_C,PROD023,7,94.66,67.85
FAC-6321,2026-05-09,Vendedor_A,PROD009,2,10.39,7.44
FAC-6322,2026-05-09,Vendedor_A,PROD019,4,34.89,26.79
FAC-6323,2026-05-09,Vendedor_A,PROD014,17,7.5,5.27
FAC-6324,2026-05-09,Vendedor_C,PROD014,13,6.93,5.27
FAC-6325,2026-05-09,Vendedor_A,PROD001,4,19.6,15.83
FAC-6326,2026-05-09,Vendedor_A,PROD016,22,6.72,8.56
FAC-6327,2026-05-09,Vendedor_A,PROD007,2,25.9,29.67
FAC-6328,2026-05-09,Vendedor_A,PROD001,2,19.6,15.83
FAC-6329,2026-05-09,Vendedor_C,PROD025,19,114.83,87.71
FAC-6330,2026-05-09,Vendedor_A,PROD010,1,9.09,6.62
FAC-6331,2026-05-09,Vendedor_A,PROD001,1,19.6,15.83
FAC-6332,2026-05-09,Vendedor_B,PROD021,14,65.0,47.24
FAC-6333,2026-05-09,Vendedor_A,PROD025,14,121.52,87.71
FAC-6334,2026-05-09,Vendedor_A,PROD017,4,42.01,29.86
FAC-6335,2026-05-09,Vendedor_A,PROD021,7,66.25,47.24
FAC-6336,2026-05-09,Vendedor_B,PROD011,3,16.09,11.99
FAC-6337,2026-05-09,Vendedor_A,PROD013,19,6.54,4.65
FAC-6338,2026-05-09,Vendedor_A,PROD015,8,6.97,4.82
FAC-6339,2026-05-09,Vendedor_B,PROD017,2,41.96,29.86
FAC-6340,2026-05-09,Vendedor_A,PROD016,15,6.72,8.56
FAC-6341,2026-05-09,Vendedor_B,PROD006,3,28.49,21.76
FAC-6342,2026-05-09,Vendedor_C,PROD017,4,41.69,29.86
FAC-6343,2026-05-09,Vendedor_A,PROD025,22,116.1,87.71
FAC-6344,2026-05-09,Vendedor_B,PROD008,5,12.05,9.11
FAC-6345,2026-05-09,Vendedor_A,PROD001,2,19.6,15.83
FAC-6346,2026-05-09,Vendedor_A,PROD015,4,6.98,4.82
FAC-6347,2026-05-09,Vendedor_A,PROD014,6,7.19,5.27
FAC-6348,2026-05-09,Vendedor_A,PROD025,3,125.61,87.71
FAC-6349,2026-05-10,Vendedor_A,PROD016,11,6.72,8.56
FAC-6350,2026-05-10,Vendedor_B,PROD018,5,34.72,24.35
FAC-6351,2026-05-10,Vendedor_B,PROD006,5,28.76,21.76
FAC-6352,2026-05-10,Vendedor_B,PROD012,4,7.7,5.61
FAC-6353,2026-05-10,Vendedor_A,PROD015,23,6.56,4.82
FAC-6354,2026-05-10,Vendedor_A,PROD024,21,73.61,53.82
FAC-6355,2026-05-10,Vendedor_B,PROD006,3,30.86,21.76
FAC-6356,2026-05-10,Vendedor_C,PROD017,4,42.86,29.86
FAC-6357,2026-05-10,Vendedor_A,PROD017,4,39.39,29.86
FAC-6358,2026-05-10,Vendedor_A,PROD005,5,40.42,29.16
FAC-6359,2026-05-10,Vendedor_A,PROD017,5,40.63,29.86
FAC-6360,2026-05-10,Vendedor_B,PROD009,5,9.68,7.44
FAC-6361,2026-05-10,Vendedor_C,PROD013,17,6.8,4.77
FAC-6362,2026-05-10,Vendedor_A,PROD024,8,72.48,53.82
FAC-6363,2026-05-10,Vendedor_B,PROD014,10,7.5,5.27
FAC-6364,2026-05-10,Vendedor_A,PROD003,1,19.6,14.08
FAC-6365,2026-05-10,Vendedor_A,PROD023,4,96.43,67.85
FAC-6366,2026-05-10,Vendedor_B,PROD018,3,32.89,24.35
FAC-6367,2026-05-10,Vendedor_A,PROD001,3,19.6,15.83
FAC-6368,2026-05-10,Vendedor_A,PROD019,3,35.78,26.79
FAC-6369,2026-05-10,Vendedor_A,PROD020,17,68.6,55.14
FAC-6370,2026-05-10,Vendedor_A,PROD014,23,7.22,5.27
FAC-6371,2026-05-10,Vendedor_A,PROD008,4,13.09,9.11
FAC-6372,2026-05-10,Vendedor_A,PROD013,17,6.64,4.77
FAC-6373,2026-05-10,Vendedor_C,PROD010,2,9.57,6.62
FAC-6374,2026-05-10,Vendedor_B,PROD010,2,9.26,6.62
FAC-6375,2026-05-10,Vendedor_A,PROD013,13,6.4,4.77
FAC-6376,2026-05-10,Vendedor_A,PROD017,5,39.11,29.86
FAC-6377,2026-05-10,Vendedor_A,PROD015,15,6.35,4.82
FAC-6378,2026-05-10,Vendedor_A,PROD004,3,18.96,13.33
FAC-6379,2026-05-10,Vendedor_B,PROD013,4,6.67,4.77
FAC-6380,2026-05-10,Vendedor_A,PROD017,1,42.02,29.86
FAC-6381,2026-05-10,Vendedor_A,PROD007,5,25.9,33.52
FAC-6382,2026-05-10,Vendedor_A,PROD016,9,6.72,8.56
FAC-6383,2026-05-10,Vendedor_A,PROD013,7,6.54,4.77
FAC-6384,2026-05-10,Vendedor_A,PROD016,23,6.72,8.56
FAC-6385,2026-05-10,Vendedor_B,PROD025,19,124.39,87.71
FAC-6386,2026-05-10,Vendedor_C,PROD018,3,33.75,24.35
FAC-6387,2026-05-10,Vendedor_A,PROD024,5,72.01,53.82
FAC-6388,2026-05-10,Vendedor_C,PROD009,1,10.07,7.44
FAC-6389,2026-05-10,Vendedor_B,PROD015,11,6.98,4.82
FAC-6390,2026-05-10,Vendedor_B,PROD004,1,17.8,13.33
FAC-6391,2026-05-10,Vendedor_C,PROD014,20,6.92,5.27
FAC-6392,2026-05-10,Vendedor_B,PROD013,3,6.33,4.77
FAC-6393,2026-05-10,Vendedor_A,PROD021,8,65.06,47.24
FAC-6394,2026-05-10,Vendedor_A,PROD009,4,10.2,7.44
FAC-6395,2026-05-11,Vendedor_A,PROD003,4,18.71,14.08
FAC-6396,2026-05-11,Vendedor_B,PROD005,1,38.59,29.16
FAC-6397,2026-05-11,Vendedor_A,PROD011,4,15.88,11.99
FAC-6398,2026-05-11,Vendedor_B,PROD011,4,16.99,11.99
FAC-6399,2026-05-11,Vendedor_C,PROD024,8,75.57,53.82
FAC-6400,2026-05-11,Vendedor_B,PROD018,5,32.2,24.35
FAC-6401,2026-05-11,Vendedor_B,PROD002,2,18.2,21.06
FAC-6402,2026-05-11,Vendedor_A,PROD019,3,35.06,26.79
FAC-6403,2026-05-11,Vendedor_C,PROD022,23,69.71,50.84
FAC-6404,2026-05-11,Vendedor_B,PROD025,6,119.66,87.71
FAC-6405,2026-05-11,Vendedor_A,PROD021,21,68.04,47.24
FAC-6406,2026-05-11,Vendedor_A,PROD023,9,88.57,67.85
FAC-6407,2026-05-11,Vendedor_B,PROD009,3,10.15,7.44
FAC-6408,2026-05-11,Vendedor_C,PROD024,18,70.41,53.82
FAC-6409,2026-05-11,Vendedor_A,PROD025,18,122.69,87.71
FAC-6410,2026-05-11,Vendedor_A,PROD023,2,94.8,67.85
FAC-6411,2026-05-11,Vendedor_A,PROD010,2,9.42,6.62
FAC-6412,2026-05-11,Vendedor_A,PROD019,1,34.94,26.79
FAC-6413,2026-05-11,Vendedor_C,PROD024,6,73.73,53.82
FAC-6414,2026-05-11,Vendedor_A,PROD003,5,19.67,14.08
FAC-6415,2026-05-11,Vendedor_A,PROD011,1,16.62,11.99
FAC-6416,2026-05-11,Vendedor_A,PROD023,3,94.05,67.85
FAC-6417,2026-05-11,Vendedor_B,PROD018,2,34.43,24.35
FAC-6418,2026-05-11,Vendedor_C,PROD004,1,18.07,13.33
FAC-6419,2026-05-11,Vendedor_C,PROD021,3,63.7,47.24
FAC-6420,2026-05-11,Vendedor_A,PROD003,4,20.33,14.08
FAC-6421,2026-05-11,Vendedor_A,PROD012,5,7.33,5.61
FAC-6422,2026-05-11,Vendedor_A,PROD022,22,66.68,50.84
FAC-6423,2026-05-11,Vendedor_B,PROD010,1,8.65,6.62
FAC-6424,2026-05-11,Vendedor_A,PROD007,1,25.9,33.52
FAC-6425,2026-05-11,Vendedor_B,PROD001,2,19.6,15.83
FAC-6426,2026-05-11,Vendedor_A,PROD024,8,73.7,53.82
FAC-6427,2026-05-11,Vendedor_A,PROD025,12,120.52,87.71
FAC-6428,2026-05-11,Vendedor_A,PROD005,1,41.01,29.16
FAC-6429,2026-05-11,Vendedor_A,PROD016,12,6.72,8.56
FAC-6430,2026-05-11,Vendedor_B,PROD010,1,9.34,6.62
FAC-6431,2026-05-11,Vendedor_B,PROD008,4,12.1,9.11
FAC-6432,2026-05-11,Vendedor_A,PROD024,20,74.08,53.82
FAC-6433,2026-05-11,Vendedor_A,PROD025,11,126.3,87.71
FAC-6434,2026-05-11,Vendedor_A,PROD013,15,6.46,4.77
FAC-6435,2026-05-12,Vendedor_C,PROD011,5,17.37,11.99
FAC-6436,2026-05-12,Vendedor_A,PROD016,18,6.72,8.56
FAC-6437,2026-05-12,Vendedor_C,PROD005,3,40.21,29.16
FAC-6438,2026-05-12,Vendedor_A,PROD012,20,7.55,5.61
FAC-6439,2026-05-12,Vendedor_C,PROD005,5,40.93,29.16
FAC-6440,2026-05-12,Vendedor_B,PROD022,5,72.52,50.84
FAC-6441,2026-05-12,Vendedor_A,PROD008,4,12.8,9.11
FAC-6442,2026-05-12,Vendedor_C,PROD020,8,68.6,55.14
FAC-6443,2026-05-12,Vendedor_B,PROD004,1,18.31,13.33
FAC-6444,2026-05-12,Vendedor_A,PROD024,6,77.08,53.82
FAC-6445,2026-05-12,Vendedor_A,PROD008,4,11.96,9.11
FAC-6446,2026-05-12,Vendedor_C,PROD012,22,7.97,5.61
FAC-6447,2026-05-12,Vendedor_A,PROD010,4,9.08,6.62
FAC-6448,2026-05-12,Vendedor_A,PROD008,5,11.92,9.11
FAC-6449,2026-05-12,Vendedor_A,PROD023,18,92.71,67.85
FAC-6450,2026-05-12,Vendedor_C,PROD003,4,18.77,14.08
FAC-6451,2026-05-12,Vendedor_B,PROD021,5,66.64,47.24
FAC-6452,2026-05-12,Vendedor_C,PROD001,4,14.25,15.83
FAC-6453,2026-05-12,Vendedor_B,PROD020,10,68.6,55.14
FAC-6454,2026-05-12,Vendedor_A,PROD019,3,35.34,26.79
FAC-6455,2026-05-12,Vendedor_A,PROD005,1,42.05,29.16
FAC-6456,2026-05-12,Vendedor_A,PROD018,1,32.69,24.35
FAC-6457,2026-05-12,Vendedor_A,PROD006,3,28.78,21.76
FAC-6458,2026-05-12,Vendedor_A,PROD001,5,19.6,15.83
FAC-6459,2026-05-12,Vendedor_C,PROD021,17,62.2,47.24
FAC-6460,2026-05-12,Vendedor_C,PROD024,10,76.79,53.82
FAC-6461,2026-05-12,Vendedor_A,PROD016,22,6.72,8.56
FAC-6462,2026-05-12,Vendedor_A,PROD005,5,39.24,29.16
FAC-6463,2026-05-12,Vendedor_A,PROD008,5,12.64,9.11
FAC-6464,2026-05-12,Vendedor_A,PROD018,1,33.93,24.35
FAC-6465,2026-05-12,Vendedor_A,PROD019,3,35.6,26.79
FAC-6466,2026-05-12,Vendedor_A,PROD002,2,18.2,21.06
FAC-6467,2026-05-12,Vendedor_A,PROD002,3,18.2,21.06
FAC-6468,2026-05-12,Vendedor_A,PROD006,5,30.98,21.76
FAC-6469,2026-05-12,Vendedor_C,PROD009,4,9.67,7.44
FAC-6470,2026-05-12,Vendedor_C,PROD004,4,18.7,13.33
FAC-6471,2026-05-12,Vendedor_A,PROD005,3,41.07,29.16
FAC-6472,2026-05-12,Vendedor_A,PROD015,9,6.44,4.82
FAC-6473,2026-05-12,Vendedor_A,PROD007,4,25.9,33.52
FAC-6474,2026-05-12,Vendedor_C,PROD008,2,12.15,9.11
FAC-6475,2026-05-12,Vendedor_B,PROD014,22,7.1,5.27
FAC-6476,2026-05-12,Vendedor_A,PROD013,17,6.24,4.77
FAC-6477,2026-05-13,Vendedor_A,PROD002,5,18.2,21.06
FAC-6478,2026-05-13,Vendedor_A,PROD005,5,39.8,29.16
FAC-6479,2026-05-13,Vendedor_A,PROD024,4,70.82,53.82
FAC-6480,2026-05-13,Vendedor_B,PROD013,14,6.76,4.77
FAC-6481,2026-05-13,Vendedor_B,PROD014,5,6.88,5.27
FAC-6482,2026-05-13,Vendedor_C,PROD001,5,14.25,15.83
FAC-6483,2026-05-13,Vendedor_A,PROD004,1,18.51,13.33
FAC-6484,2026-05-13,Vendedor_B,PROD017,4,40.76,29.86
FAC-6485,2026-05-13,Vendedor_B,PROD006,3,30.96,21.76
FAC-6486,2026-05-13,Vendedor_C,PROD006,3,30.89,21.76
FAC-6487,2026-05-13,Vendedor_A,PROD015,17,6.42,4.82
FAC-6488,2026-05-13,Vendedor_B,PROD021,8,61.88,47.24
FAC-6489,2026-05-13,Vendedor_B,PROD005,1,39.52,29.16
FAC-6490,2026-05-13,Vendedor_A,PROD001,3,19.6,15.83
FAC-6491,2026-05-13,Vendedor_A,PROD014,20,7.35,5.27
FAC-6492,2026-05-13,Vendedor_A,PROD012,5,8.11,5.61
